dex_number	internal_id	species_name	form_name	form_type	lineage_id	evo_stage	form_key	sprite_key	evolves_from	evolves_into	evo_method_id	evo_method_text	evo_param	evo_param_item	evo_item_obtainable	type_1	type_2	hp	atk	def	spa	spd	spe	bst	ability_1	ability_2	ability_hidden	levelup_moves	tm_moves	tutor_moves	egg_moves	egg_groups	held_items	availability	earliest_gate	earliest_gate_name	earliest_level	earliest_gate_basis	is_starter	starter_reobtainable	wild_obtainable	one_time_only	missable	source_record	confidence	notes
21	21	Spearow	NONE	base	21	1	Spearow	21	NONE	Fearow	4	at Level 20	20	NA	NA	Normal	Flying	40	60	30	31	31	70	262	Sniper	Frisk	Technician	Peck:1,Quick Attack:1,Growl:1,Leer:4,Pursuit:8,Pluck:11,Fury Attack:15,Mirror Move:18,Assurance:22,Agility:25,Focus Energy:29,Roost:32,Drill Peck:36	5:Toxic,6:Heat Wave,9:Hidden Power,16:Protect,26:Return,41:Facade,42:Defog,43:Rest,45:Thief,46:Steel Wing,50:Roost,81:Sleep Talk,86:Aerial Ace,87:Pluck,88:U-turn,99:Dual Wingbeat,116:Brave Bird,121:Fly	0:Work Up,7:Uproar,28:Tailwind,35:Drill Run,74:Substitute,99:Sunny Day,123:Rain Dance	Feint Attack,Scary Face,Quick Attack,Tri Attack,Astonish,Sky Attack,Whirlwind,Uproar,Feather Dance,Steel Wing,Razor Wind	Flying,Flying	Sharp Beak	Viridian City:wild-day:0:3-5:3|Viridian City:wild-night:0:3-5:3|Route 3:wild-day:1:10-12:2|Route 3:wild-night:1:10-12:2	0	Brock	3	direct	FALSE	NA	TRUE	FALSE	FALSE	data.js:species[21]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
22	22	Fearow	NONE	base	21	2	Fearow	22	Spearow	NONE	NONE	NONE	NONE	NONE	NA	Normal	Flying	65	100	65	61	61	115	467	Sniper	Frisk	Technician	Double Hit:0,Double Hit:1,Drill Run:1,Peck:1,Growl:1,Focus Energy:1,Quick Attack:1,Leer:4,Pursuit:8,Fury Attack:11,Pluck:15,Mirror Move:18,Assurance:23,Agility:27,Dual Wingbeat:32,Roost:36,Drill Peck:41,Drill Run:45,Brave Bird:48	5:Toxic,6:Heat Wave,9:Hidden Power,16:Protect,26:Return,41:Facade,42:Defog,43:Rest,45:Thief,46:Steel Wing,50:Roost,81:Sleep Talk,86:Aerial Ace,87:Pluck,88:U-turn,99:Dual Wingbeat,116:Brave Bird,121:Fly	0:Work Up,7:Uproar,28:Tailwind,35:Drill Run,74:Substitute,99:Sunny Day,123:Rain Dance	Feint Attack,Scary Face,Quick Attack,Tri Attack,Astonish,Sky Attack,Whirlwind,Uproar,Feather Dance,Steel Wing,Razor Wind	Flying,Flying	Sharp Beak	Route 23:wild-day:15:33-35:1|Route 23:wild-night:15:33-35:1	0	Brock	NA	via-evolution	FALSE	NA	TRUE	FALSE	FALSE	data.js:species[22]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
23	23	Ekans	NONE	base	23	1	Ekans	23	NONE	Arbok	4	at Level 22	22	NA	NA	Poison	NONE	35	60	44	40	54	55	288	Corrosion	Intimidate	Shed Skin	Wrap:1,Leer:1,Poison Sting:4,Bite:9,Glare:12,Poison Tail:15,Screech:17,Sucker Punch:20,Stockpile:25,Swallow:25,Spit Up:25,Poison Fang:28,Coil:33,Jaw Lock:36,Belch:38,Haze:41,Gunk Shot:49	3:Seed Bomb,5:Toxic,9:Hidden Power,16:Protect,18:Giga Drain,25:Earthquake,26:Return,27:Dig,35:Sludge Bomb,38:Rock Tomb,41:Facade,43:Rest,45:Thief,61:Iron Tail,62:Venoshock,78:Dark Pulse,79:Rock Slide,81:Sleep Talk,83:Poison Jab,89:Gunk Shot,93:Scale Shot,95:Bulldoze,102:Sludge Wave,123:Strength	73:Toxic Spikes,74:Substitute,91:Body Slam,99:Sunny Day,123:Rain Dance	Pursuit,Slam,Spite,Beat Up,Poison Fang,Scary Face,Poison Tail,Disable,Switcheroo,Iron Tail,Sucker Punch,Snatch	Field,Dragon	NONE	Pewter City:wild-day:0:7-9:8|Pewter City:wild-night:0:7-9:8|Route 3:wild-day:1:10-12:1|Route 3:wild-night:1:10-12:1	0	Brock	7	direct	FALSE	NA	TRUE	FALSE	FALSE	data.js:species[23]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
24	24	Arbok	NONE	base	23	2	Arbok	24	Ekans	NONE	NONE	NONE	NONE	NONE	NA	Poison	Dark	75	95	75	65	79	80	469	Strong Jaw	Intimidate	Shed Skin	Poison Jab:0,Poison Jab:1,Crunch:1,Ice Fang:1,Thunder Fang:1,Fire Fang:1,Wrap:1,Leer:1,Crunch:1,Bite:1,Poison Sting:4,Bite:9,Glare:12,Poison Tail:15,Screech:17,Sucker Punch:20,Stockpile:27,Swallow:27,Spit Up:27,Poison Fang:32,Coil:39,Jaw Lock:44,Belch:48,Haze:51,Gunk Shot:63,Shed Tail:69	3:Seed Bomb,5:Toxic,9:Hidden Power,16:Protect,18:Giga Drain,25:Earthquake,26:Return,27:Dig,35:Sludge Bomb,38:Rock Tomb,41:Facade,43:Rest,45:Thief,61:Iron Tail,62:Venoshock,68:Stomping Tantrum,78:Dark Pulse,79:Rock Slide,81:Sleep Talk,83:Poison Jab,89:Gunk Shot,92:Dragon Tail,93:Scale Shot,95:Bulldoze,102:Sludge Wave,123:Strength	73:Toxic Spikes,74:Substitute,88:Thunder Fang,89:Ice Fang,90:Fire Fang,91:Body Slam,99:Sunny Day,123:Rain Dance	Pursuit,Slam,Spite,Beat Up,Poison Fang,Scary Face,Poison Tail,Disable,Switcheroo,Iron Tail,Sucker Punch,Snatch	Field,Dragon	Poison Barb	NONE	0	Brock	UNK	via-evolution	FALSE	NA	FALSE	FALSE	FALSE	data.js:species[24]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
25	25	Pikachu	NONE	base	172	2	Pikachu	25	Pichu	Raichu,Raichu	7,7	with a items[96].name96 !== 101 ? '' : evo[3] === 254 ? ' (Female)' : ' (Male)',with a items[99].name99 !== 101 ? '' : evo[3] === 254 ? ' (Female)' : ' (Male)'	96,99	ThunderStone,Shiny Stone	UNK	Electric	NONE	35	55	40	50	50	90	320	Lightning Rod	Static	NONE	Fake Out:1,Tail Whip:1,Thunder Shock:1,Baby-Doll Eyes:3,Growl:5,Play Nice:7,Quick Attack:10,Electro Ball:13,Thunder Wave:18,Feint:21,Spark:26,Nuzzle:29,Discharge:34,Extreme Speed:36,Thunderbolt:42,Agility:45,Wild Charge:50,Light Screen:53,Zippy Zap:55,Thunder:58	5:Toxic,9:Hidden Power,14:Electroweb,15:Light Screen,16:Protect,23:Thunderbolt,24:Thunder,26:Return,27:Dig,30:Brick Break,32:Reflect,41:Facade,43:Rest,44:Drain Kiss,45:Thief,57:Rising Voltage,61:Iron Tail,72:Thunder Wave,74:Knock Off,76:Thunder Punch,81:Sleep Talk,85:Grass Knot,91:Volt Switch,98:Wild Charge,112:Play Rough,122:Surf,123:Strength,124:Flash,125:Rock Smash	7:Uproar,11:Charge Beam,21:Celebrate,32:Calm Mind,74:Substitute,76:Nasty Plot,81:Alluring Voice,91:Body Slam,114:Trailblaze,120:Focus Punch,123:Rain Dance	Reversal,Bide,Present,Encore,Double Slap,Wish,Charge,Fake Out,Thunder Punch,Tickle,Flail,Endure,Lucky Chant,Bestow,Disarm Cry,Electric Terrain	Field,Fairy	Oran Berry,Light Ball	Viridian Forest:wild-day:0:4-6:2|Viridian Forest:wild-night:0:4-6:2	0	Brock	4	direct	FALSE	NA	TRUE	FALSE	FALSE	data.js:species[25]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
26	26	Raichu	NONE	base	172	3	Raichu	26	Pikachu	NONE	NONE	NONE	NONE	NONE	NA	Electric	Normal	70	100	55	100	80	110	515	Lightning Rod	Static	NONE	Thunderclap:0,Thunderclap:1,Fake Out:1,Thunder Shock:1,Baby-Doll Eyes:1,Tail Whip:1,Quick Attack:1,Thunderbolt:1,Extreme Speed:40,Zippy Zap:62	5:Toxic,9:Hidden Power,14:Electroweb,15:Light Screen,16:Protect,19:Hyper Voice,23:Thunderbolt,24:Thunder,26:Return,27:Dig,30:Brick Break,31:Aura Sphere,32:Reflect,41:Facade,43:Rest,44:Drain Kiss,45:Thief,51:Focus Blast,57:Rising Voltage,61:Iron Tail,72:Thunder Wave,74:Knock Off,76:Thunder Punch,81:Sleep Talk,85:Grass Knot,91:Volt Switch,98:Wild Charge,112:Play Rough,122:Surf,123:Strength,124:Flash,125:Rock Smash	7:Uproar,11:Charge Beam,21:Celebrate,32:Calm Mind,74:Substitute,76:Nasty Plot,81:Alluring Voice,91:Body Slam,114:Trailblaze,120:Focus Punch,123:Rain Dance	Reversal,Bide,Present,Encore,Double Slap,Wish,Charge,Fake Out,Thunder Punch,Tickle,Flail,Endure,Lucky Chant,Bestow,Disarm Cry,Electric Terrain	Field,Fairy	Oran Berry	NONE	0	Brock	UNK	via-evolution	FALSE	NA	FALSE	FALSE	FALSE	data.js:species[26]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
27	27	Sandshrew	NONE	base	27	1	Sandshrew	27	NONE	Sandslash	4	at Level 22	22	NA	NA	Ground	NONE	50	75	85	20	30	40	300	Sand Rush	Sand Veil	NONE	Scratch:1,Poison Sting:1,Defense Curl:1,Rock Tomb:5,Rollout:7,Rapid Spin:9,Fury Cutter:11,Magnitude:14,Bulldoze:16,Swift:17,Fury Swipes:20,Sand Tomb:23,Slash:26,Dig:30,Gyro Ball:34,Swords Dance:38,Sandstorm:42,Earthquake:46	5:Toxic,9:Hidden Power,16:Protect,25:Earthquake,26:Return,27:Dig,30:Brick Break,38:Rock Tomb,41:Facade,43:Rest,45:Thief,61:Iron Tail,64:Shadow Claw,68:Stomping Tantrum,73:Gyro Ball,74:Knock Off,75:Earth Power,79:Rock Slide,80:X-Scissor,81:Sleep Talk,83:Poison Jab,86:Aerial Ace,95:Bulldoze,109:Scorching Sands,120:Cut,123:Strength,125:Rock Smash	0:Work Up,47:Stealth Rock,53:Swords Dance,72:Spikes,74:Substitute,91:Body Slam,99:Sunny Day,102:Hone Claws,109:Sandstorm,120:Focus Punch	Flail,Counter,Rapid Spin,Metal Claw,Crush Claw,Night Slash,Mud Shot,Endure,Chip Away,Rock Climb,Rototiller,Hone Claws	Field,Field	NONE	Diglett's Cave 1F:wild-day:0:7-9:4|Diglett's Cave 1F:wild-night:0:7-9:4	0	Brock	7	direct	FALSE	NA	TRUE	FALSE	FALSE	data.js:species[27]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
28	28	Sandslash	NONE	base	27	2	Sandslash	28	Sandshrew	NONE	NONE	NONE	NONE	NONE	NA	Ground	NONE	75	110	120	25	65	65	460	Sand Rush	Sand Veil	NONE	Crush Claw:0,Crush Claw:1,Spiky Shield:1,Spikes:1,Poison Sting:1,Rock Throw:5,Rollout:7,Rapid Spin:9,Fury Cutter:11,Magnitude:14,Bulldoze:16,Swift:17,Fury Swipes:20,Sand Tomb:24,Slash:28,Dig:33,Gyro Ball:38,Swords Dance:43,Sandstorm:48,Earthquake:53	5:Toxic,9:Hidden Power,16:Protect,25:Earthquake,26:Return,27:Dig,30:Brick Break,36:High Horsepower,38:Rock Tomb,41:Facade,43:Rest,45:Thief,51:Focus Blast,61:Iron Tail,64:Shadow Claw,68:Stomping Tantrum,70:Stone Edge,73:Gyro Ball,74:Knock Off,75:Earth Power,79:Rock Slide,80:X-Scissor,81:Sleep Talk,83:Poison Jab,86:Aerial Ace,95:Bulldoze,109:Scorching Sands,120:Cut,123:Strength,125:Rock Smash	0:Work Up,35:Drill Run,47:Stealth Rock,53:Swords Dance,72:Spikes,74:Substitute,84:Pin Missile,91:Body Slam,99:Sunny Day,102:Hone Claws,109:Sandstorm,120:Focus Punch	Flail,Counter,Rapid Spin,Metal Claw,Crush Claw,Night Slash,Mud Shot,Endure,Chip Away,Rock Climb,Rototiller,Hone Claws	Field,Field	NONE	Rock Tunnel B1F:wild-day:3:30-32:0	0	Brock	NA	via-evolution	FALSE	NA	TRUE	FALSE	FALSE	data.js:species[28]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
29	29	Nidoran	F	other	29	1	Nidoran-F	29	NONE	Nidorina	4	at Level 16	16	NA	NA	Poison	NONE	55	47	52	40	40	41	275	Hustle	Poison Touch	Rivalry	Growl:1,Scratch:1,Tail Whip:7,Double Kick:9,Poison Sting:13,Fury Swipes:19,Bite:21,Helping Hand:25,Toxic Spikes:31,Flatter:33,Crunch:37,Captivate:43,Poison Fang:45	5:Toxic,9:Hidden Power,12:Ice Beam,13:Blizzard,16:Protect,23:Thunderbolt,24:Thunder,26:Return,27:Dig,32:Reflect,35:Sludge Bomb,41:Facade,43:Rest,45:Thief,61:Iron Tail,62:Venoshock,64:Shadow Claw,81:Sleep Talk,83:Poison Jab,86:Aerial Ace,120:Cut,123:Strength,125:Rock Smash	73:Toxic Spikes,74:Substitute,91:Body Slam,99:Sunny Day,102:Hone Claws,123:Rain Dance	Supersonic,Disable,Take Down,Focus Energy,Charm,Counter,Beat Up,Pursuit,Skull Bash,Iron Tail,Poison Tail,Endure,Chip Away,Venom Drench	Monster,Field	NONE	Route 3:wild-night:1:10-12:3	1	Archer-1	10	direct	FALSE	NA	TRUE	FALSE	FALSE	data.js:species[29]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
30	30	Nidorina	NONE	base	29	2	Nidorina	30	Nidoran♀	Nidoqueen	7	with a items[94].name94 !== 101 ? '' : evo[3] === 254 ? ' (Female)' : ' (Male)'	94	Moon Stone	UNK	Poison	NONE	70	62	67	55	55	56	365	Hustle	Poison Touch	Rivalry	Growl:1,Scratch:1,Tail Whip:7,Double Kick:9,Poison Sting:13,Fury Swipes:20,Bite:23,Sludge Bomb:28,Toxic Spikes:35,Flatter:38,Crunch:43,Captivate:50,Poison Fang:58	5:Toxic,9:Hidden Power,12:Ice Beam,13:Blizzard,16:Protect,23:Thunderbolt,24:Thunder,26:Return,27:Dig,32:Reflect,35:Sludge Bomb,41:Facade,43:Rest,45:Thief,61:Iron Tail,62:Venoshock,64:Shadow Claw,68:Stomping Tantrum,81:Sleep Talk,83:Poison Jab,86:Aerial Ace,120:Cut,123:Strength,125:Rock Smash	73:Toxic Spikes,74:Substitute,91:Body Slam,99:Sunny Day,102:Hone Claws,123:Rain Dance	Supersonic,Disable,Take Down,Focus Energy,Charm,Counter,Beat Up,Pursuit,Skull Bash,Iron Tail,Poison Tail,Endure,Chip Away,Venom Drench	Undiscovered,Undiscovered	NONE	NONE	1	Archer-1	UNK	via-evolution	FALSE	NA	FALSE	FALSE	FALSE	data.js:species[30]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
31	31	Nidoqueen	NONE	base	29	3	Nidoqueen	31	Nidorina	NONE	NONE	NONE	NONE	NONE	NA	Poison	Ground	90	92	87	75	85	76	505	Sheer Force	Poison Touch	Rivalry	Superpower:1,Scratch:1,Tail Whip:1,Double Kick:1,Poison Sting:1,Sludge:1,Chip Away:23,Body Slam:35,Earth Power:43,Superpower:58	4:Roar,5:Toxic,9:Hidden Power,11:Taunt,12:Ice Beam,13:Blizzard,16:Protect,20:Icy Wind,23:Thunderbolt,24:Thunder,25:Earthquake,26:Return,27:Dig,29:Shadow Ball,30:Brick Break,31:Aura Sphere,32:Reflect,34:Flamethrower,35:Sludge Bomb,36:High Horsepower,37:Fire Blast,38:Rock Tomb,41:Facade,43:Rest,45:Thief,51:Focus Blast,58:Dragon Pulse,61:Iron Tail,62:Venoshock,64:Shadow Claw,68:Stomping Tantrum,70:Stone Edge,75:Earth Power,76:Thunder Punch,79:Rock Slide,81:Sleep Talk,83:Poison Jab,86:Aerial Ace,92:Dragon Tail,93:Scale Shot,95:Bulldoze,97:Fire Punch,100:Ice Punch,102:Sludge Wave,108:Superpower,109:Scorching Sands,114:Body Press,120:Cut,122:Surf,123:Strength,125:Rock Smash	1:Power-Up Punch,7:Uproar,35:Drill Run,47:Stealth Rock,73:Toxic Spikes,74:Substitute,87:Rock Blast,91:Body Slam,99:Sunny Day,100:Hex,102:Hone Claws,109:Sandstorm,120:Focus Punch,123:Rain Dance	Supersonic,Disable,Take Down,Focus Energy,Charm,Counter,Beat Up,Pursuit,Skull Bash,Iron Tail,Poison Tail,Endure,Chip Away,Venom Drench	Undiscovered,Undiscovered	NONE	NONE	1	Archer-1	UNK	via-evolution	FALSE	NA	FALSE	FALSE	FALSE	data.js:species[31]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
32	32	Nidoran	M	other	32	1	Nidoran-M	32	NONE	Nidorino	4	at Level 16	16	NA	NA	Poison	NONE	46	57	40	40	40	50	273	Hustle	Poison Touch	Rivalry	Leer:1,Peck:1,Focus Energy:7,Double Kick:9,Poison Sting:13,Fury Attack:19,Horn Attack:21,Helping Hand:25,Toxic Spikes:31,Flatter:33,Poison Jab:37,Captivate:43	5:Toxic,9:Hidden Power,12:Ice Beam,13:Blizzard,16:Protect,23:Thunderbolt,24:Thunder,26:Return,27:Dig,32:Reflect,35:Sludge Bomb,41:Facade,43:Rest,45:Thief,61:Iron Tail,62:Venoshock,64:Shadow Claw,81:Sleep Talk,83:Poison Jab,120:Cut,123:Strength,125:Rock Smash	35:Drill Run,73:Toxic Spikes,74:Substitute,91:Body Slam,99:Sunny Day,102:Hone Claws,123:Rain Dance	Counter,Disable,Supersonic,Take Down,Amnesia,Confusion,Beat Up,Sucker Punch,Head Smash,Iron Tail,Poison Tail,Endure,Chip Away,Venom Drench	Monster,Field	NONE	Route 3:raid1:1:NA:NA|Route 3:wild-day:1:10-12:3	1	Archer-1	10	direct	FALSE	NA	TRUE	FALSE	FALSE	data.js:species[32]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
33	33	Nidorino	NONE	base	32	2	Nidorino	33	Nidoran♂	Nidoking	7	with a items[94].name94 !== 101 ? '' : evo[3] === 254 ? ' (Female)' : ' (Male)'	94	Moon Stone	UNK	Poison	NONE	61	72	57	55	55	65	365	Hustle	Poison Touch	Rivalry	Leer:1,Peck:1,Focus Energy:7,Double Kick:9,Poison Sting:13,Fury Attack:20,Horn Attack:23,Poison Jab:28,Toxic Spikes:35,Flatter:38,Poison Jab:43,Captivate:50	5:Toxic,9:Hidden Power,12:Ice Beam,13:Blizzard,16:Protect,23:Thunderbolt,24:Thunder,26:Return,27:Dig,32:Reflect,35:Sludge Bomb,41:Facade,43:Rest,45:Thief,61:Iron Tail,62:Venoshock,64:Shadow Claw,68:Stomping Tantrum,81:Sleep Talk,83:Poison Jab,120:Cut,123:Strength,125:Rock Smash	35:Drill Run,73:Toxic Spikes,74:Substitute,91:Body Slam,99:Sunny Day,102:Hone Claws,123:Rain Dance	Counter,Disable,Supersonic,Take Down,Amnesia,Confusion,Beat Up,Sucker Punch,Head Smash,Iron Tail,Poison Tail,Endure,Chip Away,Venom Drench	Monster,Field	NONE	NONE	1	Archer-1	UNK	via-evolution	FALSE	NA	FALSE	FALSE	FALSE	data.js:species[33]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
34	34	Nidoking	NONE	base	32	3	Nidoking	34	Nidorino	NONE	NONE	NONE	NONE	NONE	NA	Poison	Ground	81	102	77	85	75	85	505	Sheer Force	Poison Touch	Rivalry	Sludge:1,Megahorn:1,Peck:1,Focus Energy:1,Double Kick:1,Poison Sting:1,Chip Away:23,Thrash:35,Earth Power:43,Megahorn:58	4:Roar,5:Toxic,9:Hidden Power,11:Taunt,12:Ice Beam,13:Blizzard,16:Protect,20:Icy Wind,23:Thunderbolt,24:Thunder,25:Earthquake,26:Return,27:Dig,29:Shadow Ball,30:Brick Break,31:Aura Sphere,32:Reflect,34:Flamethrower,35:Sludge Bomb,36:High Horsepower,37:Fire Blast,38:Rock Tomb,41:Facade,43:Rest,45:Thief,51:Focus Blast,58:Dragon Pulse,61:Iron Tail,62:Venoshock,64:Shadow Claw,68:Stomping Tantrum,70:Stone Edge,75:Earth Power,76:Thunder Punch,79:Rock Slide,81:Sleep Talk,83:Poison Jab,92:Dragon Tail,93:Scale Shot,95:Bulldoze,97:Fire Punch,100:Ice Punch,102:Sludge Wave,108:Superpower,109:Scorching Sands,114:Body Press,120:Cut,122:Surf,123:Strength,125:Rock Smash	1:Power-Up Punch,7:Uproar,35:Drill Run,47:Stealth Rock,73:Toxic Spikes,74:Substitute,87:Rock Blast,91:Body Slam,99:Sunny Day,100:Hex,102:Hone Claws,109:Sandstorm,120:Focus Punch,123:Rain Dance,125:Megahorn	Counter,Disable,Supersonic,Take Down,Amnesia,Confusion,Beat Up,Sucker Punch,Head Smash,Iron Tail,Poison Tail,Endure,Chip Away,Venom Drench	Monster,Field	NONE	NONE	1	Archer-1	UNK	via-evolution	FALSE	NA	FALSE	FALSE	FALSE	data.js:species[34]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
35	35	Clefairy	NONE	base	173	2	Clefairy	35	Cleffa	Clefable	7	with a items[94].name94 !== 101 ? '' : evo[3] === 254 ? ' (Female)' : ' (Male)'	94	Moon Stone	UNK	Fairy	NONE	70	45	48	60	65	35	323	Friend Guard	Cute Charm	Magic Guard	Spotlight:1,Disarm Cry:1,Pound:1,Growl:1,Encore:1,Sing:7,Double Slap:10,Defense Curl:13,Follow Me:16,Thunder Wave:19,Wish:22,Stored Power:28,Metronome:31,Cosmic Power:34,Lucky Chant:37,Body Slam:40,Soft-Boiled:43,Moonblast:46,Gravity:49,Meteor Mash:50,Healing Wish:55,After You:58	5:Toxic,7:Zen Headbutt,9:Hidden Power,12:Ice Beam,13:Blizzard,15:Light Screen,16:Protect,19:Hyper Voice,20:Icy Wind,23:Thunderbolt,24:Thunder,26:Return,27:Dig,28:Psychic,29:Shadow Ball,30:Brick Break,32:Reflect,33:Teleport,34:Flamethrower,37:Fire Blast,41:Facade,43:Rest,44:Drain Kiss,59:Drain Punch,61:Iron Tail,72:Thunder Wave,74:Knock Off,76:Thunder Punch,81:Sleep Talk,85:Grass Knot,94:Cosmic Power,97:Fire Punch,99:Dual Wingbeat,100:Ice Punch,101:Dazzling Gleam,103:Psyshock,111:Misty Explosion,112:Play Rough,123:Strength,124:Flash,125:Rock Smash	0:Work Up,1:Power-Up Punch,7:Uproar,11:Charge Beam,32:Calm Mind,47:Stealth Rock,74:Substitute,81:Alluring Voice,91:Body Slam,97:Stored Power,99:Sunny Day,101:Solar Beam,112:Mystical Fire,120:Focus Punch,122:Meteor Beam,123:Rain Dance	Present,Metronome,Amnesia,Belly Drum,Soft-Boiled,Mimic,Wish,Fake Tears,Covet,Aromatherapy,Stored Power,Tickle,Misty Terrain,Heal Pulse	Fairy,Fairy	Leppa Berry,Moon Stone	Mt. Moon 1F:wild-day:1:12-14:9|Mt. Moon 1F:wild-night:1:12-14:9	1	Archer-1	12	direct	FALSE	NA	TRUE	FALSE	FALSE	data.js:species[35]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
36	36	Clefable	NONE	base	173	3	Clefable	36	Clefairy	NONE	NONE	NONE	NONE	NONE	NA	Fairy	NONE	95	70	73	95	90	60	483	Unaware	Cute Charm	Magic Guard	Spotlight:1,Disarm Cry:1,Sing:1,Double Slap:1,Metronome:1,Teleport:1,Moonblast:51	5:Toxic,7:Zen Headbutt,9:Hidden Power,12:Ice Beam,13:Blizzard,15:Light Screen,16:Protect,19:Hyper Voice,20:Icy Wind,23:Thunderbolt,24:Thunder,26:Return,27:Dig,28:Psychic,29:Shadow Ball,30:Brick Break,31:Aura Sphere,32:Reflect,33:Teleport,34:Flamethrower,37:Fire Blast,41:Facade,43:Rest,44:Drain Kiss,51:Focus Blast,59:Drain Punch,61:Iron Tail,72:Thunder Wave,74:Knock Off,76:Thunder Punch,81:Sleep Talk,85:Grass Knot,94:Cosmic Power,97:Fire Punch,99:Dual Wingbeat,100:Ice Punch,101:Dazzling Gleam,103:Psyshock,111:Misty Explosion,112:Play Rough,123:Strength,124:Flash,125:Rock Smash	0:Work Up,1:Power-Up Punch,7:Uproar,11:Charge Beam,32:Calm Mind,47:Stealth Rock,74:Substitute,81:Alluring Voice,91:Body Slam,97:Stored Power,99:Sunny Day,101:Solar Beam,112:Mystical Fire,120:Focus Punch,122:Meteor Beam,123:Rain Dance	Present,Metronome,Amnesia,Belly Drum,Soft-Boiled,Mimic,Wish,Fake Tears,Covet,Aromatherapy,Stored Power,Tickle,Misty Terrain,Heal Pulse	Fairy,Fairy	Leppa Berry,Moon Stone	Two Island House:fixed-gift:17:NA:NA	1	Archer-1	NA	via-evolution	FALSE	NA	FALSE	TRUE	TRUE	data.js:species[36]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
37	37	Vulpix	NONE	base	37	1	Vulpix	37	NONE	Ninetales	7	with a items[95].name95 !== 101 ? '' : evo[3] === 254 ? ' (Female)' : ' (Male)'	95	Fire Stone	UNK	Fire	NONE	38	41	40	50	65	65	299	Drought	Flash Fire	NONE	Incinerate:1,Psybeam:1,Tail Whip:4,Roar:7,Baby-Doll Eyes:9,Quick Attack:10,Confuse Ray:12,Fire Spin:15,Payback:18,Will-O-Wisp:20,Feint Attack:23,Hex:26,Flame Burst:28,Extrasensory:31,Safeguard:34,Flamethrower:36,Imprison:39,Fire Blast:42,Grudge:44,Captivate:47,Inferno:50	4:Roar,5:Toxic,6:Heat Wave,7:Zen Headbutt,9:Hidden Power,16:Protect,21:Weather Ball,26:Return,27:Dig,34:Flamethrower,37:Fire Blast,41:Facade,43:Rest,49:Overheat,52:Energy Ball,60:Will-O-Wisp,61:Iron Tail,78:Dark Pulse,81:Sleep Talk,109:Scorching Sands	2:Flame Charge,21:Celebrate,27:Pain Split,41:Foul Play,74:Substitute,86:Tail Slap,91:Body Slam,99:Sunny Day,100:Hex,112:Mystical Fire,121:Flare Blitz	Feint Attack,Hypnosis,Flail,Spite,Disable,Howl,Heat Wave,Flare Blitz,Extrasensory,Power Swap,Secret Power,Hex,Tail Slap,Captivate,Memento	Field,Field	Rawst Berry,Charcoal	Route 5:wild-day:2:18-20:6	2	Misty	18	direct	FALSE	NA	TRUE	FALSE	FALSE	data.js:species[37]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
