internal_id	form_key	location	method	gate	gate_name	level_min	level_max	slot_index	earliest_gate	gate_basis	confidence
104	Cubone	Pokemon Tower 7F	wild-day	6	Archer-2	45	47	5	3	direct	Measured
104	Cubone	Pokemon Tower 7F	wild-night	6	Archer-2	45	47	5	3	direct	Measured
105	Marowak	Victory Road 1F	wild-day	16	Elite-4	80	82	8	3	via-evolution	Measured
108	Lickitung	Route 6	wild-day	2	Misty	16	18	6	2	direct	Measured
108	Lickitung	Route 6	wild-day	2	Misty	16	18	7	2	direct	Measured
109	Koffing	Route 2	raid1	0	Brock	NA	NA	NA	0	direct	Measured
110	Weezing	Route 17	wild-day	9	Koga	46	48	0	0	via-evolution	Measured
110	Weezing	Pokemon Mansion 1F	wild-day	11	Blaine	63	65	4	0	via-evolution	Measured
110	Weezing	Pokemon Mansion 2F	wild-day	11	Blaine	63	65	2	0	via-evolution	Measured
111	Rhyhorn	Route 5	raid1	2	Misty	NA	NA	NA	2	direct	Measured
111	Rhyhorn	Route 16	wild-day	3	Surge	36	38	2	2	direct	Measured
111	Rhyhorn	Rock Tunnel B1F	wild-night	3	Surge	30	32	1	2	direct	Measured
111	Rhyhorn	Route 16	wild-night	3	Surge	36	38	2	2	direct	Measured
113	Chansey	Safari Zone Area 1	wild-day	9	Koga	50	52	10	9	direct	Measured
113	Chansey	Safari Zone Area 1	wild-day	9	Koga	50	52	11	9	direct	Measured
113	Chansey	Safari Zone Area 1	wild-night	9	Koga	50	52	10	9	direct	Measured
113	Chansey	Safari Zone Area 1	wild-night	9	Koga	50	52	11	9	direct	Measured
114	Tangela	Route 9	raid1	3	Surge	NA	NA	NA	3	direct	Measured
115	Kangaskhan	Safari Zone Area 2	wild-day	9	Koga	50	52	10	9	direct	Measured
115	Kangaskhan	Safari Zone Area 2	wild-day	9	Koga	50	52	11	9	direct	Measured
115	Kangaskhan	Safari Zone Area 2	wild-night	9	Koga	50	52	10	9	direct	Measured
115	Kangaskhan	Safari Zone Area 2	wild-night	9	Koga	50	52	11	9	direct	Measured
116	Horsea	Route 11	wild-oldRod	2	Misty	2	4	1	2	direct	Measured
116	Horsea	Route 19	wild-oldRod	9	Koga	2	4	1	2	direct	Measured
116	Horsea	Safari Zone Area 4	wild-oldRod	9	Koga	2	4	1	2	direct	Measured
116	Horsea	Safari Zone Moltres' Den	wild-oldRod	10	May	2	4	1	2	direct	Measured
117	Seadra	Safari Zone Area 2	wild-goodRod	9	Koga	27	29	1	2	via-evolution	Measured
117	Seadra	Safari Zone Area 4	wild-goodRod	9	Koga	27	29	1	2	via-evolution	Measured
117	Seadra	Route 10	wild-superRod	9	Koga	53	55	3	2	via-evolution	Measured
117	Seadra	Route 10	wild-superRod	9	Koga	53	55	4	2	via-evolution	Measured
117	Seadra	Route 11	wild-superRod	9	Koga	53	55	3	2	via-evolution	Measured
117	Seadra	Route 19	wild-superRod	9	Koga	53	55	0	2	via-evolution	Measured
117	Seadra	Vermilion City	wild-superRod	9	Koga	53	55	3	2	via-evolution	Measured
117	Seadra	Safari Zone Moltres' Den	wild-goodRod	10	May	27	29	1	2	via-evolution	Measured
117	Seadra	Route 20	wild-superRod	10	May	53	55	0	2	via-evolution	Measured
117	Seadra	Seafoam Islands B3F	wild-superRod	10	May	53	55	0	2	via-evolution	Measured
117	Seadra	Seafoam Islands B3F	wild-superRod	10	May	53	55	1	2	via-evolution	Measured
117	Seadra	Seafoam Islands B4F	wild-superRod	10	May	53	55	0	2	via-evolution	Measured
117	Seadra	Seafoam Islands B4F	wild-superRod	10	May	53	55	1	2	via-evolution	Measured
118	Goldeen	Route 25	wild-goodRod	3	Surge	27	29	2	3	direct	Measured
118	Goldeen	Seafoam Islands B3F	wild-oldRod	10	May	2	4	1	3	direct	Measured
118	Goldeen	Route 23	wild-goodRod	15	Brendan	27	29	1	3	direct	Measured
119	Seaking	Safari Zone Area 4	wild-superRod	9	Koga	53	55	1	3	via-evolution	Measured
119	Seaking	Safari Zone Moltres' Den	wild-superRod	10	May	53	55	1	3	via-evolution	Measured
120	Staryu	S.S. Anne Port	wild-goodRod	3	Surge	27	29	1	3	direct	Measured
120	Staryu	Vermilion City	wild-goodRod	3	Surge	27	29	1	3	direct	Measured
120	Staryu	Cerulean Cave 1F	wild-oldRod	12	Archer-3	2	4	1	3	direct	Measured
120	Staryu	Berry Forest	wild-oldRod	17	Post-Game	83	85	0	3	direct	Measured
121	Starmie	Safari Zone Area 2	wild-superRod	9	Koga	53	55	2	3	via-evolution	Measured
123	Scyther	Route 16	wild-night	3	Surge	36	38	0	3	direct	Measured
123	Scyther	Safari Zone Area 1	wild-day	9	Koga	50	52	8	3	direct	Measured
123	Scyther	Safari Zone Area 1	wild-day	9	Koga	50	52	9	3	direct	Measured
123	Scyther	Cape Brink	wild-day	17	Post-Game	83	85	10	3	direct	Measured
123	Scyther	Cape Brink	wild-day	17	Post-Game	83	85	11	3	direct	Measured
123	Scyther	Cape Brink	wild-night	17	Post-Game	83	85	10	3	direct	Measured
123	Scyther	Cape Brink	wild-night	17	Post-Game	83	85	11	3	direct	Measured
124	Jynx	Route 18	wild-night	9	Koga	49	51	5	1	via-evolution	Measured
124	Jynx	Seafoam Islands B1F	wild-day	10	May	62	64	10	1	via-evolution	Measured
124	Jynx	Seafoam Islands B1F	wild-day	10	May	62	64	11	1	via-evolution	Measured
124	Jynx	Seafoam Islands B4F	wild-day	10	May	62	64	10	1	via-evolution	Measured
124	Jynx	Seafoam Islands B4F	wild-day	10	May	62	64	11	1	via-evolution	Measured
124	Jynx	Seafoam Islands B1F	wild-night	10	May	62	64	10	1	via-evolution	Measured
124	Jynx	Seafoam Islands B1F	wild-night	10	May	62	64	11	1	via-evolution	Measured
124	Jynx	Seafoam Islands B4F	wild-night	10	May	62	64	10	1	via-evolution	Measured
124	Jynx	Seafoam Islands B4F	wild-night	10	May	62	64	11	1	via-evolution	Measured
125	Electabuzz	Power Plant	wild-day	10	May	63	65	8	2	via-evolution	Measured
125	Electabuzz	Power Plant	wild-day	10	May	63	65	9	2	via-evolution	Measured
125	Electabuzz	Power Plant	wild-day	10	May	63	65	10	2	via-evolution	Measured
125	Electabuzz	Power Plant	wild-day	10	May	63	65	11	2	via-evolution	Measured
125	Electabuzz	Power Plant	wild-night	10	May	63	65	8	2	via-evolution	Measured
125	Electabuzz	Power Plant	wild-night	10	May	63	65	9	2	via-evolution	Measured
125	Electabuzz	Power Plant	wild-night	10	May	63	65	10	2	via-evolution	Measured
125	Electabuzz	Power Plant	wild-night	10	May	63	65	11	2	via-evolution	Measured
126	Magmar	Route 13	wild-night	9	Koga	48	50	3	2	via-evolution	Measured
126	Magmar	Pokemon Mansion B1F	wild-day	11	Blaine	63	65	4	2	via-evolution	Measured
126	Magmar	Pokemon Mansion B1F	wild-night	11	Blaine	63	65	4	2	via-evolution	Measured
127	Pinsir	Route 2	raid1	0	Brock	NA	NA	NA	0	direct	Measured
127	Pinsir	Safari Zone Area 2	wild-day	9	Koga	50	52	8	0	direct	Measured
127	Pinsir	Safari Zone Area 2	wild-day	9	Koga	50	52	9	0	direct	Measured
127	Pinsir	Safari Zone Area 2	wild-night	9	Koga	50	52	8	0	direct	Measured
127	Pinsir	Safari Zone Area 2	wild-night	9	Koga	50	52	9	0	direct	Measured
127	Pinsir	Kindle Road	fixed-gift	17	Post-Game	NA	NA	NA	0	direct	Measured
127	Pinsir	Berry Forest	wild-day	17	Post-Game	83	85	5	0	direct	Measured
127	Pinsir	Berry Forest	wild-day	17	Post-Game	84	85	4	0	direct	Measured
127	Pinsir	Berry Forest	wild-night	17	Post-Game	83	85	5	0	direct	Measured
127	Pinsir	Berry Forest	wild-night	17	Post-Game	84	85	4	0	direct	Measured
128	Tauros	Route 12	raid1	3	Surge	NA	NA	NA	3	direct	Measured
128	Tauros	Safari Zone Area 2	wild-day	9	Koga	50	52	2	3	direct	Measured
129	Magikarp	Route 21 North	wild-oldRod	0	Brock	2	4	0	0	direct	Measured
129	Magikarp	Route 4 Poke Center	fixed-gift	1	Archer-1	NA	NA	NA	0	direct	Measured
129	Magikarp	Route 25	wild-oldRod	2	Misty	2	4	0	0	direct	Measured
129	Magikarp	Celadon City	wild-oldRod	3	Surge	2	4	0	0	direct	Measured
129	Magikarp	Safari Zone Area 1	wild-oldRod	9	Koga	2	4	0	0	direct	Measured
129	Magikarp	Safari Zone Area 2	wild-oldRod	9	Koga	2	4	0	0	direct	Measured
129	Magikarp	Safari Zone Area 3	wild-oldRod	9	Koga	2	4	0	0	direct	Measured
129	Magikarp	Safari Zone Area 4	wild-oldRod	9	Koga	2	4	0	0	direct	Measured
129	Magikarp	Cinnabar Island	wild-oldRod	10	May	2	4	0	0	direct	Measured
129	Magikarp	Route 20	wild-oldRod	10	May	2	4	0	0	direct	Measured
129	Magikarp	Route 21 South	wild-oldRod	10	May	2	4	0	0	direct	Measured
129	Magikarp	Safari Zone Moltres' Den	wild-oldRod	10	May	2	4	0	0	direct	Measured
129	Magikarp	Seafoam Islands B3F	wild-oldRod	10	May	2	4	0	0	direct	Measured
129	Magikarp	Seafoam Islands B4F	wild-oldRod	10	May	2	4	0	0	direct	Measured
129	Magikarp	Cerulean Cave 1F	wild-oldRod	12	Archer-3	2	4	0	0	direct	Measured
129	Magikarp	Route 23	wild-goodRod	15	Brendan	27	29	2	0	direct	Measured
129	Magikarp	Route 23	wild-oldRod	15	Brendan	2	4	0	0	direct	Measured
129	Magikarp	Route 23	wild-oldRod	15	Brendan	2	4	1	0	direct	Measured
130	Gyarados	Route 11	wild-superRod	9	Koga	53	55	4	0	via-evolution	Measured
130	Gyarados	Route 25	wild-superRod	9	Koga	53	55	2	0	via-evolution	Measured
130	Gyarados	Route 6	wild-superRod	9	Koga	53	55	2	0	via-evolution	Measured
130	Gyarados	Vermilion City	wild-superRod	9	Koga	53	55	4	0	via-evolution	Measured
130	Gyarados	Seafoam Islands B3F	wild-superRod	10	May	53	55	2	0	via-evolution	Measured
130	Gyarados	Seafoam Islands B4F	wild-superRod	10	May	53	55	2	0	via-evolution	Measured
130	Gyarados	Cerulean Cave B1F	wild-superRod	13	Giovanni-3	53	55	3	0	via-evolution	Measured
130	Gyarados	Cerulean Cave B1F	wild-superRod	13	Giovanni-3	53	55	4	0	via-evolution	Measured
130	Gyarados	Route 23	wild-superRod	15	Brendan	53	55	3	0	via-evolution	Measured
130	Gyarados	Route 23	wild-superRod	15	Brendan	53	55	4	0	via-evolution	Measured
131	Lapras	Silph Co. 7F	fixed-gift	6	Archer-2	NA	NA	NA	6	direct	Measured
131	Lapras	Safari Zone Moltres' Den	wild-surf	10	May	56	58	0	6	direct	Measured
132	Ditto	Route 15	wild-day	9	Koga	49	51	10	9	direct	Measured
132	Ditto	Route 15	wild-day	9	Koga	49	51	11	9	direct	Measured
132	Ditto	Route 15	wild-night	9	Koga	49	51	10	9	direct	Measured
132	Ditto	Route 15	wild-night	9	Koga	49	51	11	9	direct	Measured
133	Eevee	Route 5 Daycare	fixed-gift	2	Misty	NA	NA	NA	2	direct	Measured
133	Eevee	Celadon City Mansion Roof House	fixed-gift	3	Surge	NA	NA	NA	2	direct	Measured
133	Eevee	Route 10	raid1	3	Surge	NA	NA	NA	2	direct	Measured
133	Eevee	Safari Zone Moltres' Den	wild-day	10	May	50	52	8	2	direct	Measured
133	Eevee	Safari Zone Moltres' Den	wild-day	10	May	50	52	9	2	direct	Measured
133	Eevee	Safari Zone Moltres' Den	wild-night	10	May	50	52	8	2	direct	Measured
133	Eevee	Safari Zone Moltres' Den	wild-night	10	May	50	52	9	2	direct	Measured
137	Porygon	Route 16	raid1	3	Surge	NA	NA	NA	3	direct	Measured
137	Porygon	Route 7	wild-day	3	Surge	36	38	10	3	direct	Measured
137	Porygon	Route 7	wild-day	3	Surge	36	38	11	3	direct	Measured
137	Porygon	Route 7	wild-night	3	Surge	36	38	10	3	direct	Measured
137	Porygon	Route 7	wild-night	3	Surge	36	38	11	3	direct	Measured
137	Porygon	Safari Zone Area 1	wild-day	9	Koga	50	52	6	3	direct	Measured
137	Porygon	Safari Zone Area 1	wild-day	9	Koga	50	52	7	3	direct	Measured
137	Porygon	Safari Zone Area 1	wild-night	9	Koga	50	52	6	3	direct	Measured
137	Porygon	Safari Zone Area 1	wild-night	9	Koga	50	52	7	3	direct	Measured
138	Omanyte	Vermilion City Pokemon Fan Club	fixed-gift	2	Misty	NA	NA	NA	2	direct	Measured
139	Omastar	Route 18	wild-night	9	Koga	49	51	8	2	via-evolution	Measured
139	Omastar	Route 18	wild-night	9	Koga	49	51	9	2	via-evolution	Measured
140	Kabuto	Vermilion City Pokemon Fan Club	fixed-gift	2	Misty	NA	NA	NA	2	direct	Measured
141	Kabutops	Route 18	wild-day	9	Koga	49	51	8	2	via-evolution	Measured
141	Kabutops	Route 18	wild-day	9	Koga	49	51	9	2	via-evolution	Measured
142	Aerodactyl	Vermilion City Pokemon Fan Club	fixed-gift	3	Surge	NA	NA	NA	3	direct	Measured
142	Aerodactyl	Victory Road 3F	wild-day	16	Elite-4	80	82	7	3	direct	Measured
142	Aerodactyl	Victory Road 3F	wild-day	16	Elite-4	80	82	8	3	direct	Measured
142	Aerodactyl	Victory Road 3F	wild-night	16	Elite-4	80	82	7	3	direct	Measured
142	Aerodactyl	Victory Road 3F	wild-night	16	Elite-4	80	82	8	3	direct	Measured
142	Aerodactyl	Mt Ember Summit	fixed-gift	17	Post-Game	NA	NA	NA	3	direct	Measured
143	Snorlax	Route 12	fixed-overworld	6	Archer-2	NA	NA	NA	6	direct	Measured
143	Snorlax	Route 16	fixed-overworld	6	Archer-2	NA	NA	NA	6	direct	Measured
144	Articuno	Seafoam Islands B5F	fixed-overworld	10	May	NA	NA	NA	10	direct	Measured
145	Zapdos	Power Plant	fixed-overworld	10	May	NA	NA	NA	10	direct	Measured
146	Moltres	Safari Zone Moltres' Den	fixed-overworld	10	May	NA	NA	NA	10	direct	Measured
147	Dratini	Celadon City Game Corner Exchange	fixed-gift	6	Archer-2	NA	NA	NA	6	direct	Measured
149	Dragonite	Victory Road 3F	wild-day	16	Elite-4	80	82	0	6	via-evolution	Measured
149	Dragonite	Victory Road 3F	wild-day	16	Elite-4	80	82	11	6	via-evolution	Measured
149	Dragonite	Victory Road 3F	wild-night	16	Elite-4	80	82	0	6	via-evolution	Measured
149	Dragonite	Victory Road 3F	wild-night	16	Elite-4	80	82	11	6	via-evolution	Measured
150	Mewtwo	Cerulean Cave B1F	fixed-overworld	17	Post-Game	NA	NA	NA	17	direct	Measured
151	Mew	Berry Forest	fixed-gift	17	Post-Game	NA	NA	NA	17	direct	Measured
152	Chikorita	Pallet Town Oak's Lab	fixed-gift	0	Brock	NA	NA	NA	0	direct	Measured
152	Chikorita	Celadon City Mansion 1F	fixed-gift	3	Surge	NA	NA	NA	0	direct	Measured
154	Meganium	Pokemon Mansion 4F	wild-day	15	Brendan	75	77	2	0	via-evolution	Measured
154	Meganium	Pokemon Mansion 4F	wild-day	15	Brendan	75	77	3	0	via-evolution	Measured
155	Cyndaquil	Pallet Town Oak's Lab	fixed-gift	0	Brock	NA	NA	NA	0	direct	Measured
155	Cyndaquil	Celadon City Mansion 1F	fixed-gift	3	Surge	NA	NA	NA	0	direct	Measured
157	Typhlosion	Pokemon Mansion Gouging Fire's Room	wild-day	15	Brendan	63	65	4	0	via-evolution	Measured
157	Typhlosion	Pokemon Mansion Gouging Fire's Room	wild-day	15	Brendan	63	65	5	0	via-evolution	Measured
157	Typhlosion	Pokemon Mansion Gouging Fire's Room	wild-night	15	Brendan	75	77	4	0	via-evolution	Measured
157	Typhlosion	Pokemon Mansion Gouging Fire's Room	wild-night	15	Brendan	75	77	5	0	via-evolution	Measured
158	Totodile	Pallet Town Oak's Lab	fixed-gift	0	Brock	NA	NA	NA	0	direct	Measured
158	Totodile	Celadon City Mansion 1F	fixed-gift	3	Surge	NA	NA	NA	0	direct	Measured
161	Sentret	Route 2	wild-day	0	Brock	3	5	1	0	direct	Measured
161	Sentret	Route 2	wild-night	0	Brock	3	5	1	0	direct	Measured
163	Hoothoot	Route 1	wild-night	0	Brock	2	4	5	0	direct	Measured
164	Noctowl	Pokemon Mansion 1F	raid4	11	Blaine	NA	NA	NA	0	via-evolution	Measured
165	Ledyba	Viridian Forest	wild-day	0	Brock	4	6	6	0	direct	Measured
165	Ledyba	Viridian Forest	wild-night	0	Brock	4	6	6	0	direct	Measured
167	Spinarak	Viridian Forest	wild-night	0	Brock	4	6	0	0	direct	Measured
168	Ariados	Pokemon Mansion 3F	wild-day	11	Blaine	63	65	2	0	via-evolution	Measured
168	Ariados	Pokemon Mansion 3F	wild-day	11	Blaine	63	65	3	0	via-evolution	Measured
168	Ariados	Pokemon Mansion B1F	wild-day	11	Blaine	63	65	2	0	via-evolution	Measured
168	Ariados	Pokemon Mansion B1F	wild-day	11	Blaine	63	65	3	0	via-evolution	Measured
168	Ariados	Pokemon Mansion 3F	wild-night	11	Blaine	63	65	2	0	via-evolution	Measured
168	Ariados	Pokemon Mansion 3F	wild-night	11	Blaine	63	65	3	0	via-evolution	Measured
168	Ariados	Pokemon Mansion B1F	wild-night	11	Blaine	63	65	2	0	via-evolution	Measured
168	Ariados	Pokemon Mansion B1F	wild-night	11	Blaine	63	65	3	0	via-evolution	Measured
170	Chinchou	Route 25	wild-oldRod	2	Misty	2	4	1	2	direct	Measured
170	Chinchou	Route 6	wild-oldRod	2	Misty	2	4	0	2	direct	Measured
170	Chinchou	Route 20	wild-oldRod	10	May	2	4	1	2	direct	Measured
171	Lanturn	Route 6	wild-superRod	9	Koga	53	55	1	2	via-evolution	Measured
171	Lanturn	Route 20	wild-surf	10	May	56	58	3	2	via-evolution	Measured
171	Lanturn	Route 20	wild-surf	10	May	56	58	4	2	via-evolution	Measured
171	Lanturn	Safari Zone Area 2	wild-surf	10	May	56	58	1	2	via-evolution	Measured
171	Lanturn	Viridian City	wild-surf	10	May	56	58	0	2	via-evolution	Measured
171	Lanturn	Viridian City	wild-surf	10	May	56	58	1	2	via-evolution	Measured
171	Lanturn	Viridian City	wild-surf	10	May	56	58	2	2	via-evolution	Measured
171	Lanturn	Viridian City	wild-surf	10	May	56	58	3	2	via-evolution	Measured
171	Lanturn	Viridian City	wild-surf	10	May	56	58	4	2	via-evolution	Measured
175	Togepi	Route 6	wild-day	2	Misty	16	18	10	2	direct	Measured
175	Togepi	Route 6	wild-day	2	Misty	16	18	11	2	direct	Measured
175	Togepi	Route 6	wild-night	2	Misty	16	18	10	2	direct	Measured
175	Togepi	Route 6	wild-night	2	Misty	16	18	11	2	direct	Measured
177	Natu	Viridian Forest Heart	wild-day	0	Brock	4	6	2	0	direct	Measured
178	Xatu	Route 18	wild-day	9	Koga	49	51	0	0	via-evolution	Measured
178	Xatu	Route 18	wild-night	9	Koga	49	51	0	0	via-evolution	Measured
179	Mareep	Route 2	wild-day	0	Brock	3	5	6	0	direct	Measured
179	Mareep	Route 2	wild-night	0	Brock	3	5	6	0	direct	Measured
179	Mareep	Viridian City	wild-night	0	Brock	3	5	1	0	direct	Measured
179	Mareep	Route 4	wild-night	1	Archer-1	13	15	2	0	direct	Measured
181	Ampharos	Power Plant	wild-day	10	May	63	65	4	0	via-evolution	Measured
181	Ampharos	Power Plant	wild-day	10	May	63	65	5	0	via-evolution	Measured
181	Ampharos	Power Plant	wild-night	10	May	63	65	4	0	via-evolution	Measured
181	Ampharos	Power Plant	wild-night	10	May	63	65	5	0	via-evolution	Measured
183	Marill	Viridian City	wild-oldRod	0	Brock	3	4	0	0	direct	Measured
183	Marill	Route 24	wild-day	2	Misty	14	16	6	0	direct	Measured
186	Politoed	Route 18	wild-night	9	Koga	49	51	2	3	via-evolution	Measured
187	Hoppip	Pewter City	wild-day	0	Brock	7	9	4	0	direct	Measured
189	Jumpluff	Route 13	wild-day	9	Koga	48	50	5	0	via-evolution	Measured
190	Aipom	Route 25	wild-day	2	Misty	16	18	6	2	direct	Measured
190	Aipom	Route 25	wild-night	2	Misty	16	18	6	2	direct	Measured
191	Sunkern	Route 6	wild-day	2	Misty	16	18	0	2	direct	Measured
193	Yanma	Route 4	wild-day	1	Archer-1	13	15	10	1	direct	Measured
193	Yanma	Route 4	wild-night	1	Archer-1	13	15	10	1	direct	Measured
193	Yanma	Route 8	raid1	3	Surge	NA	NA	NA	1	direct	Measured
193	Yanma	Route 16	wild-day	3	Surge	36	38	1	1	direct	Measured
194	Wooper	Route 21 North	wild-day	0	Brock	4	6	0	0	direct	Measured
194	Wooper	Route 10	wild-oldRod	3	Surge	2	4	0	0	direct	Measured
198	Murkrow	Route 24	wild-night	2	Misty	14	16	7	2	direct	Measured
199	Slowking	Seafoam Islands B2F	wild-day	10	May	62	64	4	3	via-evolution	Measured
199	Slowking	Seafoam Islands B2F	wild-day	10	May	62	64	5	3	via-evolution	Measured
199	Slowking	Bond Bridge	wild-surf	17	Post-Game	83	85	1	3	via-evolution	Measured
200	Misdreavus	Mt. Moon B1F	wild-night	1	Archer-1	12	14	8	1	direct	Measured
200	Misdreavus	Mt. Moon B1F	wild-night	1	Archer-1	12	14	9	1	direct	Measured
200	Misdreavus	Diglett's Cave B1F	raid1	2	Misty	NA	NA	NA	1	direct	Measured
200	Misdreavus	Route 11	raid1	2	Misty	NA	NA	NA	1	direct	Measured
201	Unown	Pokemon Mansion 4F	wild-day	15	Brendan	75	77	0	15	direct	Measured
201	Unown	Pokemon Mansion 4F	wild-day	15	Brendan	75	77	1	15	direct	Measured
201	Unown	Pokemon Mansion 4F	wild-day	15	Brendan	75	77	10	15	direct	Measured
201	Unown	Pokemon Mansion 4F	wild-day	15	Brendan	75	77	11	15	direct	Measured
201	Unown	Pokemon Mansion Gouging Fire's Room	wild-day	15	Brendan	75	77	0	15	direct	Measured
201	Unown	Pokemon Mansion Gouging Fire's Room	wild-day	15	Brendan	75	77	1	15	direct	Measured
201	Unown	Pokemon Mansion Gouging Fire's Room	wild-day	15	Brendan	75	77	10	15	direct	Measured
201	Unown	Pokemon Mansion Gouging Fire's Room	wild-day	15	Brendan	75	77	11	15	direct	Measured
201	Unown	Pokemon Mansion 4F	wild-night	15	Brendan	75	77	0	15	direct	Measured
201	Unown	Pokemon Mansion 4F	wild-night	15	Brendan	75	77	1	15	direct	Measured
201	Unown	Pokemon Mansion 4F	wild-night	15	Brendan	75	77	10	15	direct	Measured
201	Unown	Pokemon Mansion 4F	wild-night	15	Brendan	75	77	11	15	direct	Measured
201	Unown	Pokemon Mansion Gouging Fire's Room	wild-night	15	Brendan	75	77	0	15	direct	Measured
201	Unown	Pokemon Mansion Gouging Fire's Room	wild-night	15	Brendan	75	77	1	15	direct	Measured
201	Unown	Pokemon Mansion Gouging Fire's Room	wild-night	15	Brendan	75	77	10	15	direct	Measured
201	Unown	Pokemon Mansion Gouging Fire's Room	wild-night	15	Brendan	75	77	11	15	direct	Measured
202	Wobbuffet	Safari Zone Area 2	wild-day	9	Koga	50	52	4	9	direct	Measured
202	Wobbuffet	Safari Zone Area 2	wild-day	9	Koga	50	52	5	9	direct	Measured
202	Wobbuffet	Safari Zone Area 2	wild-night	9	Koga	50	52	4	9	direct	Measured
202	Wobbuffet	Safari Zone Area 2	wild-night	9	Koga	50	52	5	9	direct	Measured
203	Girafarig	Route 8	raid1	3	Surge	NA	NA	NA	3	direct	Measured
203	Girafarig	Route 8	wild-day	3	Surge	33	35	8	3	direct	Measured
203	Girafarig	Route 8	wild-day	3	Surge	33	35	9	3	direct	Measured
204	Pineco	Route 25	wild-day	2	Misty	16	18	2	2	direct	Measured
205	Forretress	Route 16	wild-night	3	Surge	36	38	1	2	via-evolution	Measured
206	Dunsparce	Mt. Moon 1F	wild-night	1	Archer-1	12	14	6	1	direct	Measured
206	Dunsparce	Mt. Moon 1F	wild-night	1	Archer-1	12	14	7	1	direct	Measured
206	Dunsparce	Three Isle Port	wild-day	17	Post-Game	85	85	0	1	direct	Measured
206	Dunsparce	Three Isle Port	wild-night	17	Post-Game	85	85	0	1	direct	Measured
207	Gligar	Diglett's Cave B1F	raid1	2	Misty	NA	NA	NA	2	direct	Measured
207	Gligar	Diglett's Cave B1F	wild-day	2	Misty	23	25	7	2	direct	Measured
207	Gligar	Diglett's Cave B1F	wild-night	2	Misty	23	25	7	2	direct	Measured
208	Steelix	Victory Road 1F	wild-day	16	Elite-4	80	82	3	1	via-evolution	Measured
208	Steelix	Victory Road 1F	wild-night	16	Elite-4	80	82	3	1	via-evolution	Measured
209	Snubbull	Route 21 North	wild-day	0	Brock	4	6	5	0	direct	Measured
209	Snubbull	Route 22	wild-day	0	Brock	3	5	4	0	direct	Measured
209	Snubbull	Route 21 North	wild-night	0	Brock	4	6	5	0	direct	Measured
209	Snubbull	Route 24	wild-day	2	Misty	14	16	0	0	direct	Measured
209	Snubbull	Route 24	wild-night	2	Misty	14	16	0	0	direct	Measured
210	Granbull	Viridian Forest Heart	raid3	0	Brock	NA	NA	NA	0	direct	Measured
211	Qwilfish	Pallet Town	wild-goodRod	3	Surge	27	29	2	3	direct	Measured
211	Qwilfish	Route 21 North	wild-goodRod	3	Surge	27	29	1	3	direct	Measured
211	Qwilfish	Safari Zone Area 1	wild-goodRod	9	Koga	27	29	0	3	direct	Measured
211	Qwilfish	Safari Zone Area 4	wild-goodRod	9	Koga	27	29	0	3	direct	Measured
211	Qwilfish	Cinnabar Island	wild-goodRod	10	May	27	29	1	3	direct	Measured
211	Qwilfish	Route 21 South	wild-goodRod	10	May	27	29	1	3	direct	Measured
211	Qwilfish	Safari Zone Moltres' Den	wild-goodRod	10	May	27	29	0	3	direct	Measured
211	Qwilfish	Kindle Road	wild-goodRod	17	Post-Game	83	85	1	3	direct	Measured
211	Qwilfish	Kindle Road	wild-goodRod	17	Post-Game	83	85	2	3	direct	Measured
212	Scizor	Victory Road 3F	wild-day	16	Elite-4	80	82	6	3	via-evolution	Measured
212	Scizor	Victory Road 3F	wild-night	16	Elite-4	80	82	6	3	via-evolution	Measured
